Clean Age,Country Name,Region,Indicator,Year,Unit of measurement
22,Antigua and Barbuda,Americas,Victims of intentional homicide,2019,Counts
22,Netherlands (Kingdom of the),Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
5,Peru,Americas,Victims of intentional homicide,2018,Counts
27,United States of America,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
27,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
5,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2019,Counts
27,Colombia,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
5,Japan,Asia,Persons arrested/suspected for intentional homicide,2015,Counts
22,Norway,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
5,Iceland,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
5,Belize,Americas,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Czechia,Europe,Persons arrested/suspected for intentional homicide,2008,Counts
22,Estonia,Europe,Victims of intentional homicide,2021,Counts
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
22,Trinidad and Tobago,Americas,Victims of intentional homicide,2017,Counts
27,Germany,Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
22,Armenia,Asia,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
22,Germany,Europe,Victims of intentional homicide,2020,Counts
22,United Kingdom (Scotland),Europe,Victims of intentional homicide,2015,Counts
22,United States of America,Americas,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
27,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
22,Denmark,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
27,Monaco,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
27,Serbia,Europe,Victims of intentional homicide,2022,Counts
27,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Singapore,Asia,Victims of intentional homicide,2016,Counts
27,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2008,"Rate per 100,000 population"
5,Denmark,Europe,Victims of intentional homicide,2018,Counts
22,Serbia,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Iceland,Europe,Victims of intentional homicide,2016,Counts
27,Saint Lucia,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2021,Counts
27,Türkiye,Asia,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Serbia,Europe,Victims of intentional homicide,2012,Counts
22,Ecuador,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Portugal,Europe,Victims of intentional homicide,2016,Counts
27,Armenia,Asia,Persons arrested/suspected for intentional homicide,2011,Counts
5,Hungary,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
27,Montenegro,Europe,Victims of intentional homicide,2016,Counts
27,France,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Maldives,Asia,Persons arrested/suspected for intentional homicide,2013,Counts
22,Ireland,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
22,Finland,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Dominican Republic,Americas,Victims of intentional homicide,2021,Counts
5,France,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
5,Lithuania,Europe,Victims of intentional homicide,2016,Counts
27,Barbados,Americas,Victims of intentional homicide,2020,Counts
22,Uruguay,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
5,Ecuador,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Ecuador,Americas,Victims of intentional homicide,2022,Counts
27,Honduras,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Sri Lanka,Asia,Persons arrested/suspected for intentional homicide,2016,Counts
27,Portugal,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Czechia,Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
5,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
22,Honduras,Americas,Victims of intentional homicide,2014,"Rate per 100,000 population"
27,Uzbekistan,Asia,Victims of intentional homicide,2018,Counts
5,Canada,Americas,Persons arrested/suspected for intentional homicide,2016,Counts
27,Uzbekistan,Asia,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Bosnia and Herzegovina,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
5,Austria,Europe,Victims of intentional homicide,2018,Counts
22,Portugal,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
27,Argentina,Americas,Victims of intentional homicide,2022,Counts
27,Uruguay,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,United Kingdom (England and Wales),Europe,Victims of intentional homicide,2018,Counts
27,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
27,Spain,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
5,Guatemala,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
22,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2012,"Rate per 100,000 population"
22,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Saint Lucia,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
22,Dominica,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Spain,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
5,Chile,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
27,Kazakhstan,Asia,Persons arrested/suspected for intentional homicide,2010,Counts
22,Mauritius,Africa,Victims of intentional homicide,2022,Counts
27,Australia,Oceania,Persons arrested/suspected for intentional homicide,2019,Counts
22,Switzerland,Europe,Victims of intentional homicide,2022,Counts
5,Switzerland,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Colombia,Americas,Victims of intentional homicide,2011,"Rate per 100,000 population"
5,Norway,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
5,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2014,Counts
27,Morocco,Africa,Victims of intentional homicide,2022,Counts
27,El Salvador,Americas,Victims of intentional homicide,2019,Counts
27,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2011,"Rate per 100,000 population"
5,Austria,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Portugal,Europe,Victims of intentional homicide,2019,Counts
5,Antigua and Barbuda,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Germany,Europe,Persons arrested/suspected for intentional homicide,2013,Counts
27,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Belize,Americas,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
5,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
27,Hungary,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
27,Argentina,Americas,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
22,Iceland,Europe,Victims of intentional homicide,2019,Counts
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2011,"Rate per 100,000 population"
5,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
5,Guyana,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Guatemala,Americas,Persons arrested/suspected for intentional homicide,2014,Counts
22,Serbia,Europe,Victims of intentional homicide,2021,Counts
27,Azerbaijan,Asia,Persons arrested/suspected for intentional homicide,2013,Counts
5,Grenada,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Russian Federation,Europe,Persons arrested/suspected for intentional homicide,2008,"Rate per 100,000 population"
27,Austria,Europe,Victims of intentional homicide,2010,Counts
22,Belgium,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
22,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Panama,Americas,Victims of intentional homicide,2015,Counts
27,Guyana,Americas,Victims of intentional homicide,2017,"Rate per 100,000 population"
22,Australia,Oceania,Victims of intentional homicide,2018,"Rate per 100,000 population"
5,Austria,Europe,Victims of intentional homicide,2016,Counts
27,Singapore,Asia,Persons arrested/suspected for intentional homicide,2016,Counts
22,Slovenia,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Germany,Europe,Persons arrested/suspected for intentional homicide,2009,Counts
22,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2021,Counts
5,United Kingdom (Northern Ireland),Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
5,Saint Kitts and Nevis,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
27,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2014,Counts
27,Australia,Oceania,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Italy,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
22,Türkiye,Asia,Persons arrested/suspected for intentional homicide,2015,Counts
27,Singapore,Asia,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Jamaica,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
5,Costa Rica,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
22,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Saint Lucia,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Barbados,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
5,Dominica,Americas,Victims of intentional homicide,2016,Counts
27,United States of America,Americas,Victims of intentional homicide,2014,Counts
5,Belize,Americas,Victims of intentional homicide,2022,Counts
27,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2014,"Rate per 100,000 population"
22,Germany,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
22,Belize,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Austria,Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
5,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2013,Counts
27,Malta,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Trinidad and Tobago,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
5,Argentina,Americas,Victims of intentional homicide,2022,Counts
22,Netherlands (Kingdom of the),Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Saint Kitts and Nevis,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Iceland,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Dominican Republic,Americas,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Latvia,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Australia,Oceania,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
5,Guatemala,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Hungary,Europe,Persons arrested/suspected for intentional homicide,2011,"Rate per 100,000 population"
27,Uruguay,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
5,Honduras,Americas,Victims of intentional homicide,2021,Counts
27,Mauritius,Africa,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2015,Counts
27,Honduras,Americas,Victims of intentional homicide,2015,Counts
22,Guyana,Americas,Victims of intentional homicide,2019,Counts
27,Saint Lucia,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Uzbekistan,Asia,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2021,Counts
22,Singapore,Asia,Victims of intentional homicide,2016,"Rate per 100,000 population"
5,Canada,Americas,Persons arrested/suspected for intentional homicide,2015,Counts
22,Portugal,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
22,Belize,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2021,Counts
5,Latvia,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
22,Montenegro,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Germany,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Belgium,Europe,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
5,Liechtenstein,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Uzbekistan,Asia,Victims of intentional homicide,2016,Counts
22,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Argentina,Americas,Victims of intentional homicide,2020,Counts
27,Czechia,Europe,Persons arrested/suspected for intentional homicide,2008,"Rate per 100,000 population"
22,Ireland,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,United Kingdom (England and Wales),Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
5,Türkiye,Asia,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2011,"Rate per 100,000 population"
5,Jordan,Asia,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
22,Finland,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,France,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Latvia,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2016,Counts
27,Canada,Americas,Persons arrested/suspected for intentional homicide,2010,Counts
22,Italy,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
22,Dominican Republic,Americas,Victims of intentional homicide,2022,Counts
22,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
27,Uruguay,Americas,Victims of intentional homicide,2020,Counts
27,Germany,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2014,Counts
5,Uruguay,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Norway,Europe,Victims of intentional homicide,2015,Counts
27,Colombia,Americas,Victims of intentional homicide,2022,Counts
22,Morocco,Africa,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Hungary,Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,France,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Colombia,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
5,Colombia,Americas,Victims of intentional homicide,2012,Counts
5,Norway,Europe,Victims of intentional homicide,2021,Counts
5,Argentina,Americas,Victims of intentional homicide,2021,Counts
22,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2010,"Rate per 100,000 population"
5,Georgia,Asia,Victims of intentional homicide,2018,Counts
22,Germany,Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Serbia,Europe,Victims of intentional homicide,2017,Counts
27,Armenia,Asia,Persons arrested/suspected for intentional homicide,2009,"Rate per 100,000 population"
27,Hungary,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
22,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
22,Saint Lucia,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
5,Portugal,Europe,Victims of intentional homicide,2013,Counts
22,Kenya,Africa,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Denmark,Europe,Victims of intentional homicide,2015,Counts
5,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
22,Colombia,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Costa Rica,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
5,Chile,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Italy,Europe,Victims of intentional homicide,2016,Counts
5,Australia,Oceania,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Algeria,Africa,Persons arrested/suspected for intentional homicide,2014,Counts
5,Dominica,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
22,United States of America,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Poland,Europe,Victims of intentional homicide,2017,Counts
5,Bahamas,Americas,Victims of intentional homicide,2016,Counts
27,Suriname,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Bahamas,Americas,Victims of intentional homicide,2010,Counts
27,Canada,Americas,Victims of intentional homicide,2020,Counts
27,Italy,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
5,Canada,Americas,Victims of intentional homicide,2014,Counts
22,Kenya,Africa,Victims of intentional homicide,2016,Counts
22,Argentina,Americas,Victims of intentional homicide,2019,Counts
27,Slovakia,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Hungary,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Suriname,Americas,Victims of intentional homicide,2021,Counts
27,Bulgaria,Europe,Persons arrested/suspected for intentional homicide,2009,"Rate per 100,000 population"
22,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
22,Suriname,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Bosnia and Herzegovina,Europe,Victims of intentional homicide,2019,Counts
22,Barbados,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
5,Croatia,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,Jamaica,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Belize,Americas,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Belize,Americas,Victims of intentional homicide,2018,Counts
27,Hungary,Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
5,Argentina,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Montenegro,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,France,Europe,Victims of intentional homicide,2015,Counts
27,Slovakia,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
22,Guatemala,Americas,Victims of intentional homicide,2022,Counts
5,Croatia,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Slovakia,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Mexico,Americas,Victims of intentional homicide,2017,"Rate per 100,000 population"
22,United States of America,Americas,Victims of intentional homicide,2016,Counts
27,Bulgaria,Europe,Persons arrested/suspected for intentional homicide,2010,"Rate per 100,000 population"
5,Hungary,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Netherlands (Kingdom of the),Europe,Persons arrested/suspected for intentional homicide,2010,"Rate per 100,000 population"
5,Saint Lucia,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
5,Canada,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Ecuador,Americas,Victims of intentional homicide,2016,Counts
5,Canada,Americas,Victims of intentional homicide,2010,"Rate per 100,000 population"
27,Slovakia,Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
22,Montenegro,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
22,Antigua and Barbuda,Americas,Victims of intentional homicide,2020,Counts
5,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Honduras,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
27,Hungary,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Ecuador,Americas,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
27,Argentina,Americas,Victims of intentional homicide,2018,Counts
5,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2020,Counts
5,Sri Lanka,Asia,Persons arrested/suspected for intentional homicide,2017,Counts
27,Singapore,Asia,Victims of intentional homicide,2015,Counts
27,United States of America,Americas,Victims of intentional homicide,2018,Counts
5,Chile,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,United States of America,Americas,Persons arrested/suspected for intentional homicide,2015,Counts
27,United Kingdom (Northern Ireland),Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Finland,Europe,Victims of intentional homicide,2017,Counts
5,Colombia,Americas,Persons arrested/suspected for intentional homicide,2013,Counts
27,United Kingdom (Scotland),Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Trinidad and Tobago,Americas,Persons arrested/suspected for intentional homicide,2012,"Rate per 100,000 population"
22,Denmark,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
22,Kenya,Africa,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Russian Federation,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
27,Argentina,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2009,"Rate per 100,000 population"
22,Sri Lanka,Asia,Persons arrested/suspected for intentional homicide,2013,Counts
27,New Zealand,Oceania,Persons arrested/suspected for intentional homicide,2008,Counts
22,Costa Rica,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
5,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
22,United Kingdom (England and Wales),Europe,Victims of intentional homicide,2015,Counts
5,Panama,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Guatemala,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
22,Czechia,Europe,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
5,Saint Lucia,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
5,Ireland,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,Costa Rica,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
27,Dominica,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
22,Italy,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Singapore,Asia,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
22,Uruguay,Americas,Victims of intentional homicide,2017,Counts
22,Belgium,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
5,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Slovenia,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Germany,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Latvia,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
5,France,Europe,Victims of intentional homicide,2022,Counts
22,Russian Federation,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
27,Austria,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
22,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Malta,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,United States of America,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,Antigua and Barbuda,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
27,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Croatia,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Montenegro,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Ecuador,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Hungary,Europe,Victims of intentional homicide,2014,Counts
27,Colombia,Americas,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
22,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Denmark,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Slovenia,Europe,Victims of intentional homicide,2014,Counts
5,Bosnia and Herzegovina,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Netherlands (Kingdom of the),Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Hungary,Europe,Victims of intentional homicide,2020,Counts
27,Trinidad and Tobago,Americas,Persons arrested/suspected for intentional homicide,2013,Counts
22,Armenia,Asia,Persons arrested/suspected for intentional homicide,2015,Counts
22,Armenia,Asia,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
5,Slovenia,Europe,Victims of intentional homicide,2020,Counts
27,Lithuania,Europe,Victims of intentional homicide,2018,Counts
27,Serbia,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Saint Vincent and the Grenadines,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
27,Germany,Europe,Persons arrested/suspected for intentional homicide,2011,"Rate per 100,000 population"
22,Latvia,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
27,Bosnia and Herzegovina,Europe,Persons arrested/suspected for intentional homicide,2013,Counts
27,Sweden,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Serbia,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Argentina,Americas,Victims of intentional homicide,2018,Counts
22,Jamaica,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Czechia,Europe,Victims of intentional homicide,2017,Counts
22,United Kingdom (England and Wales),Europe,Victims of intentional homicide,2018,Counts
5,Mexico,Americas,Victims of intentional homicide,2015,Counts
22,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Maldives,Asia,Persons arrested/suspected for intentional homicide,2011,"Rate per 100,000 population"
22,Bahamas,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
5,Singapore,Asia,Victims of intentional homicide,2015,Counts
27,Mexico,Americas,Victims of intentional homicide,2021,Counts
22,Bhutan,Asia,Persons arrested/suspected for intentional homicide,2019,Counts
27,United Kingdom (Northern Ireland),Europe,Persons arrested/suspected for intentional homicide,2018,Counts
22,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Singapore,Asia,Victims of intentional homicide,2018,Counts
22,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2022,Counts
27,Uruguay,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
